0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	1	2	3	4	5	6	7	8	9	10	25	12	13	14	15	16	17	18	19	20	21	22	23	24	11	26	27	28	29
0	1	2	3	4	14	6	7	8	9	10	25	12	13	5	15	16	17	18	19	20	21	22	23	24	11	26	27	28	29
0	1	9	3	4	14	6	7	8	2	10	25	12	13	5	15	16	17	18	19	20	21	22	23	24	11	26	27	28	29
0	1	9	3	4	14	6	7	8	2	10	25	12	13	5	15	16	24	18	19	20	21	22	23	17	11	26	27	28	29
0	1	9	3	4	14	6	7	8	2	10	25	26	13	5	15	16	24	18	19	20	21	22	23	17	11	12	27	28	29
0	1	9	3	4	14	6	7	8	2	10	25	26	13	5	15	16	24	17	19	20	21	22	23	18	11	12	27	28	29
0	1	9	3	4	14	6	7	8	2	10	25	26	13	5	15	16	24	17	19	22	21	20	23	18	11	12	27	28	29
0	8	9	3	4	14	6	7	1	2	10	25	26	13	5	15	16	24	17	19	22	21	20	23	18	11	12	27	28	29
0	8	9	3	4	14	29	7	1	2	10	25	26	13	5	15	16	24	17	19	22	21	20	23	18	11	12	27	28	6
0	8	9	3	4	14	29	7	1	2	10	25	26	13	5	15	16	24	17	19	22	21	20	27	18	11	12	23	28	6
0	8	9	3	4	14	29	7	1	2	10	25	26	13	5	15	20	24	17	19	22	21	16	27	18	11	12	23	28	6
0	8	9	3	4	14	29	7	1	2	10	25	26	13	5	15	20	24	19	17	22	21	16	27	18	11	12	23	28	6
0	8	9	5	4	14	29	7	1	2	10	25	26	13	3	15	20	24	19	17	22	21	16	27	18	11	12	23	28	6
0	8	9	5	4	14	29	7	1	2	10	25	26	13	3	12	20	24	19	17	22	21	16	27	18	11	15	23	28	6
0	8	9	5	17	14	29	7	1	2	10	25	26	13	3	12	20	24	19	4	22	21	16	27	18	11	15	23	28	6
0	7	9	5	17	14	29	8	1	2	10	25	26	13	3	12	20	24	19	4	22	21	16	27	18	11	15	23	28	6
0	7	9	5	17	14	29	8	1	2	10	25	26	13	3	12	20	24	19	4	22	21	28	27	18	11	15	23	16	6
0	7	9	5	17	14	29	8	1	2	10	25	26	13	3	12	20	24	19	4	22	21	28	27	18	11	15	23	16	6
0	7	9	5	21	14	29	8	1	2	10	25	26	13	3	12	20	24	19	4	22	17	28	27	18	11	15	23	16	6
0	7	9	5	21	14	29	8	1	2	10	25	26	13	3	12	20	24	19	4	22	17	28	27	18	11	15	23	16	6
0	7	9	5	21	14	13	8	1	2	10	25	26	29	3	12	20	24	19	4	22	17	28	27	18	11	15	23	16	6
0	7	9	5	21	14	13	8	1	2	10	25	26	29	3	12	20	24	19	4	22	17	28	27	11	18	15	23	16	6
0	7	9	5	21	14	13	8	1	2	10	25	26	29	3	12	20	24	19	4	22	17	28	27	11	18	15	23	16	6
