0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	22	21	20	23
0	1	2	3	4	5	6	7	8	19	10	11	12	13	14	15	16	17	18	9	22	21	20	23
0	1	2	3	4	5	10	7	8	19	6	11	12	13	14	15	16	17	18	9	22	21	20	23
0	1	2	3	4	19	10	7	8	5	6	11	12	13	14	15	16	17	18	9	22	21	20	23
0	1	2	3	4	19	10	7	8	5	6	11	12	13	14	15	16	17	18	9	22	21	20	23
0	1	2	3	4	19	10	7	16	5	6	11	12	13	14	15	8	17	18	9	22	21	20	23
0	1	2	3	4	19	10	7	16	5	6	11	14	13	12	15	8	17	18	9	22	21	20	23
0	1	2	10	4	19	3	7	16	5	6	11	14	13	12	15	8	17	18	9	22	21	20	23
0	1	2	10	4	19	3	11	16	5	6	7	14	13	12	15	8	17	18	9	22	21	20	23
0	1	2	10	4	19	3	11	16	5	6	7	14	13	12	15	8	17	18	9	22	21	20	23
0	1	2	10	4	19	3	11	16	5	13	7	14	6	12	15	8	17	18	9	22	21	20	23
0	1	2	10	4	19	3	11	16	5	13	7	14	6	12	15	8	17	18	9	22	23	20	21
0	1	2	10	4	19	3	11	16	5	13	7	14	6	12	15	8	17	18	9	22	23	20	21
0	1	2	10	4	19	3	11	16	5	13	7	14	6	12	15	8	17	18	9	22	23	20	21
0	1	2	10	16	19	3	11	4	5	13	7	14	6	12	15	8	17	18	9	22	23	20	21
0	3	2	10	16	19	1	11	4	5	13	7	14	6	12	15	8	17	18	9	22	23	20	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	9	22	23	20	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	22	23	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	3	2	10	16	19	1	11	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
0	11	2	10	16	19	1	3	4	5	13	15	14	6	12	7	8	17	18	20	23	22	9	21
