0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	1	2	3	4	5	6	7	8	9	25	11	12	13	14	15	16	17	18	19	20	21	22	23	24	10	26	27	28	29
0	1	2	3	4	27	6	7	8	9	25	11	12	13	14	15	16	17	18	19	20	21	22	23	24	10	26	5	28	29
0	1	2	3	4	27	6	7	8	9	25	26	12	13	14	15	16	17	18	19	20	21	22	23	24	10	11	5	28	29
0	1	2	3	4	27	6	7	8	9	25	26	14	13	12	15	16	17	18	19	20	21	22	23	24	10	11	5	28	29
0	1	2	3	4	27	6	7	8	24	25	26	14	13	12	15	16	17	18	19	20	21	22	23	9	10	11	5	28	29
0	1	2	3	4	27	6	7	8	24	25	26	14	13	12	15	16	17	18	19	20	21	29	23	9	10	11	5	28	22
0	1	2	3	4	27	6	7	8	24	25	26	14	13	12	15	16	17	18	19	20	23	29	21	9	10	11	5	28	22
0	1	2	3	17	27	6	7	8	24	25	26	14	13	12	15	16	4	18	19	20	23	29	21	9	10	11	5	28	22
20	1	2	3	17	27	6	7	8	24	25	26	14	13	12	15	16	4	18	19	0	23	29	21	9	10	11	5	28	22
20	1	2	3	17	27	6	25	8	24	7	26	14	13	12	15	16	4	18	19	0	23	29	21	9	10	11	5	28	22
20	1	6	3	17	27	2	25	8	24	7	26	14	13	12	15	16	4	18	19	0	23	29	21	9	10	11	5	28	22
20	1	6	3	17	27	2	25	8	24	7	26	14	19	12	15	16	4	18	13	0	23	29	21	9	10	11	5	28	22
20	1	6	17	3	27	2	25	8	24	7	26	14	19	12	15	16	4	18	13	0	23	29	21	9	10	11	5	28	22
20	1	6	17	3	27	2	25	8	24	7	26	14	19	12	15	29	4	18	13	0	23	16	21	9	10	11	5	28	22
20	1	6	17	3	27	2	25	18	24	7	26	14	19	12	15	29	4	8	13	0	23	16	21	9	10	11	5	28	22
20	10	6	17	3	27	2	25	18	24	7	26	14	19	12	15	29	4	8	13	0	23	16	21	9	1	11	5	28	22
20	10	6	17	3	27	2	25	18	24	7	26	14	19	12	15	29	28	8	13	0	23	16	21	9	1	11	5	4	22
15	10	6	17	3	27	2	25	18	24	7	26	14	19	12	20	29	28	8	13	0	23	16	21	9	1	11	5	4	22
15	10	6	17	3	7	2	25	18	24	27	26	14	19	12	20	29	28	8	13	0	23	16	21	9	1	11	5	4	22
15	10	6	17	3	7	2	25	18	24	27	26	14	19	12	20	29	28	8	13	0	23	16	21	5	1	11	9	4	22
15	10	6	17	3	7	2	25	18	24	27	26	14	19	12	20	29	11	8	13	0	23	16	21	5	1	28	9	4	22
15	10	6	17	3	7	26	25	18	24	27	2	14	19	12	20	29	11	8	13	0	23	16	21	5	1	28	9	4	22
15	10	6	17	3	7	26	12	18	24	27	2	14	19	25	20	29	11	8	13	0	23	16	21	5	1	28	9	4	22
15	10	6	17	3	7	26	12	18	24	27	2	14	19	25	20	29	11	8	13	0	23	16	21	5	1	28	9	4	22
15	10	6	17	24	7	26	12	18	3	27	2	14	19	25	20	29	11	8	13	0	23	16	21	5	1	28	9	4	22
15	10	6	17	24	7	26	12	18	3	27	2	14	19	25	20	29	11	8	13	0	23	16	21	5	1	22	9	4	28
15	10	6	17	24	7	26	12	18	3	27	2	14	19	25	20	29	23	8	13	0	11	16	21	5	1	22	9	4	28
15	10	6	17	24	7	26	12	18	3	27	2	14	19	25	20	29	23	8	21	0	11	16	13	5	1	22	9	4	28
15	10	6	17	24	7	26	12	18	3	27	2	14	19	25	20	29	23	8	21	1	11	16	13	5	0	22	9	4	28
15	10	7	17	24	6	26	12	18	3	27	2	14	19	25	20	29	23	8	21	1	11	16	13	5	0	22	9	4	28
15	10	7	17	24	6	26	12	19	3	27	2	14	18	25	20	29	23	8	21	1	11	16	13	5	0	22	9	4	28
15	10	17	7	24	6	26	12	19	3	27	2	14	18	25	20	29	23	8	21	1	11	16	13	5	0	22	9	4	28
15	10	17	7	24	6	26	12	19	3	27	2	14	18	25	20	29	23	8	21	1	11	16	13	5	0	22	9	4	28
