0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
0	1	2	3	4	5	6	7	8	9	10	29	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	11
0	1	2	3	5	4	6	7	8	9	10	29	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	11
0	1	16	3	5	4	6	7	8	9	10	29	12	13	14	15	2	17	18	19	20	21	22	23	24	25	26	27	28	11
0	1	16	3	5	4	6	7	8	9	10	29	12	13	17	15	2	14	18	19	20	21	22	23	24	25	26	27	28	11
0	1	16	3	5	4	6	7	8	9	10	29	12	25	17	15	2	14	18	19	20	21	22	23	24	13	26	27	28	11
0	1	16	3	5	4	6	7	8	9	10	29	12	25	17	15	2	14	18	22	20	21	19	23	24	13	26	27	28	11
22	1	16	3	5	4	6	7	8	9	10	29	12	25	17	15	2	14	18	0	20	21	19	23	24	13	26	27	28	11
22	1	16	20	5	4	6	7	8	9	10	29	12	25	17	15	2	14	18	0	3	21	19	23	24	13	26	27	28	11
22	1	16	20	5	4	6	7	8	9	10	29	3	25	17	15	2	14	18	0	12	21	19	23	24	13	26	27	28	11
22	1	16	20	5	4	6	19	8	9	10	29	3	25	17	15	2	14	18	0	12	21	7	23	24	13	26	27	28	11
22	1	16	20	5	4	6	19	8	9	27	29	3	25	17	15	2	14	18	0	12	21	7	23	24	13	26	10	28	11
22	1	16	20	5	4	6	19	23	9	27	29	3	25	17	15	2	14	18	0	12	21	7	8	24	13	26	10	28	11
22	1	16	20	5	4	6	19	23	9	27	26	3	25	17	15	2	14	18	0	12	21	7	8	24	13	29	10	28	11
22	1	16	20	5	4	28	19	23	9	27	26	3	25	17	15	2	14	18	0	12	21	7	8	24	13	29	10	6	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	15	2	14	18	0	12	21	7	8	24	13	29	10	6	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	15	2	14	8	0	12	21	7	18	24	13	29	10	6	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	15	2	14	8	24	12	21	7	18	0	13	29	10	6	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	6	2	14	8	24	12	21	7	18	0	13	29	10	15	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	6	21	14	8	24	12	2	7	18	0	13	29	10	15	11
22	9	16	20	5	4	28	19	23	1	27	26	3	25	17	6	21	14	8	24	12	2	7	18	11	13	29	10	15	0
22	9	16	4	5	20	28	19	23	1	27	26	3	25	17	6	21	14	8	24	12	2	7	18	11	13	29	10	15	0
22	9	16	4	13	20	28	19	23	1	27	26	3	25	17	6	21	14	8	24	12	2	7	18	11	5	29	10	15	0
22	9	0	4	13	20	28	19	23	1	27	26	3	25	17	6	21	14	8	24	12	2	7	18	11	5	29	10	15	16
22	9	0	4	13	20	17	19	23	1	27	26	3	25	28	6	21	14	8	24	12	2	7	18	11	5	29	10	15	16
22	9	0	4	13	20	17	19	23	1	27	26	3	25	28	6	21	18	8	24	12	2	7	14	11	5	29	10	15	16
22	9	0	4	13	20	25	19	23	1	27	26	3	17	28	6	21	18	8	24	12	2	7	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	27	26	3	17	28	6	21	18	8	24	12	2	7	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	27	12	3	17	28	6	21	18	8	24	26	2	7	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	27	12	3	17	28	6	21	18	8	24	26	2	7	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	27	12	3	17	28	6	7	18	8	24	26	2	21	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	27	12	3	17	28	6	7	18	8	24	26	2	21	14	11	5	29	10	15	16
9	22	0	4	13	20	25	19	23	1	15	12	3	17	28	6	7	18	8	24	26	2	21	14	11	5	29	10	27	16
9	22	0	4	13	20	25	19	23	1	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	29	26	27	16
9	22	0	4	13	20	25	19	23	1	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	29	26	27	16
9	22	0	4	13	20	25	19	23	1	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	15	12	3	17	28	6	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	6	12	3	17	28	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	6	12	3	17	28	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	20	25	19	23	4	6	12	3	17	28	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
9	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	16
16	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
16	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
16	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
16	22	0	1	13	28	25	19	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
16	22	0	1	13	28	19	25	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
22	16	0	1	13	28	19	25	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
22	16	0	1	13	28	19	25	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
22	16	0	1	13	28	19	25	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
22	16	0	1	13	28	19	25	23	4	6	12	3	17	20	15	7	18	8	24	10	2	21	14	11	5	27	26	29	9
