run_id,run_config,dataset,model,execution_mode,eval_metric,best_params,best_score,score_std,output_metrics,saved_model_path,run_time
202310-0123-3310-3f8d777f-b30c-452d-9c88-2c41df9a5fe2,"{'dataset': 'ageconditions', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 2000], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",ageconditions,xgb,hyperopt_kfold,f1,"{'alpha': 2.3265981446881856, 'colsample_bytree': 0.9979592345326663, 'gamma': 0.0027025058789080444, 'lambda': 1.4583580118278725, 'learning_rate': 0.13914787637481424, 'max_bin': 79, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 255, 'subsample': 0.7558105303157286, 'tree_method': 'hist', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.7587959736740224,0.05991146548267298,"{'recall': [0.7272727272727273, 0.6363636363636364, 0.7727272727272727, 0.5714285714285714, 0.6666666666666666], 'precision': [0.8421052631578947, 0.7777777777777778, 0.9444444444444444, 0.8571428571428571, 0.9333333333333333], 'accuracy': [0.928, 0.904, 0.9516129032258065, 0.9112903225806451, 0.9354838709677419], 'f1': [0.7804878048780488, 0.7000000000000001, 0.85, 0.6857142857142857, 0.7777777777777778], 'roc_auc': [0.972639011473963, 0.9285083848190644, 0.9723707664884136, 0.9093851132686084, 0.9856680536292187], 'area_under_pr': [0.8802454489180189, 0.8228066067050674, 0.9282930925993585, 0.7814409858985925, 0.9245285294627401], 'lift': [5.208333333333333, 5.208333333333333, 5.636363636363636, 4.920634920634921, 5.412698412698413]}",./output/modelsaves/ageconditions/xgb/202310-0123-3310-3f8d777f-b30c-452d-9c88-2c41df9a5fe2//202310-0123-3310-3f8d777f-b30c-452d-9c88-2c41df9a5fe2,746.5750734806061
202310-0123-3314-df52c585-d03e-43a5-b9e5-2b31f5965ea6,"{'dataset': 'heloc', 'model': 'node', 'best_params': {}, 'param_grid': {'batch_size': [512, 1024], 'num_layers': [1, 2, 3], 'num_trees': [12, 128], 'additional_tree_output_dim': [2, 3, 4], 'depth': [5, 7], 'choice_function': ['entmax15', 'sparsemax'], 'bin_function': ['entmoid15', 'sparsemoid'], 'input_dropout': [0.0, 0.1], 'embedding_dropout': [0.0, 0.1], 'embed_categorical': [True, False], 'optimizer_fn': {'Adam': {'weight_decay': [0.0001, 1e-05]}, 'AdamW': {'weight_decay': [0.0001, 1e-05]}}, 'scheduler_fn': {'ReduceLROnPlateau': {'factor': [0.1, 0.9], 'patience': [3, 5]}, 'ExponentialLR': {'gamma': [0.9, 0.99]}}}}",heloc,node,hyperopt_kfold,lift,"{'AdamW_weight_decay': 1.4664629667158877e-05, 'Adam_weight_decay': 5.200269059018598e-05, 'ExponentialLR_gamma': 0.9624375913196498, 'ReduceLROnPlateau_factor': 0.6295791413717579, 'ReduceLROnPlateau_patience': 4, 'additional_tree_output_dim': 4, 'batch_size': 716, 'bin_function': 'entmoid15', 'choice_function': 'sparsemax', 'depth': 7, 'embed_categorical': True, 'embedding_dropout': 0.08075321455838412, 'input_dropout': 0.08401581649848215, 'num_layers': 2, 'num_trees': 74, 'optimizer_fn': <class 'torch.optim.adamw.AdamW'>, 'scheduler_fn': <class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>, 'outer_params': {'hyperopt_evals': 50, 'auto_lr_find': True, 'max_epochs': 1000, 'val_size': 0.15, 'early_stopping_patience': 5}}",1.7325748688091298,0.03466653365154124,"{'recall': [0.7252747252747253, 0.6978021978021978, 0.6794871794871795, 0.717032967032967, 0.692942254812099], 'precision': [0.7394957983193278, 0.7398058252427184, 0.7442326980942828, 0.7421800947867299, 0.7529880478087649], 'accuracy': [0.7232313575525813, 0.7141491395793499, 0.7108030592734226, 0.7222753346080306, 0.7211860353897657], 'f1': [0.7323162274618585, 0.7181903864278982, 0.7103877453326951, 0.7293898462971588, 0.7217183770883054], 'roc_auc': [0.7945952380952381, 0.7948946886446887, 0.7960485347985349, 0.7971346153846154, 0.8059908340971585], 'area_under_pr': [0.7945303604002036, 0.7874794059046297, 0.7928165477639978, 0.8054414608986866, 0.803973860439001], 'lift': [1.7415917415917415, 1.7140929246192402, 1.7049266522950732, 1.796589375536744, 1.7056736500028506]}",./output/modelsaves/heloc/node/202310-0123-3314-df52c585-d03e-43a5-b9e5-2b31f5965ea6//202310-0123-3314-df52c585-d03e-43a5-b9e5-2b31f5965ea6,3198.368331193924
202310-0123-4537-4c36be74-91bb-4166-9bc5-f4df1d0af89e,"{'dataset': 'adult', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 1500], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",adult,xgb,hyperopt_kfold,roc_auc,"{'alpha': 1.9227608713131281, 'colsample_bytree': 0.5945328194898489, 'gamma': 0.638624318843618, 'lambda': 2.264078880324862, 'learning_rate': 0.13070893523409546, 'max_bin': 90, 'max_depth': 4, 'min_child_weight': 2, 'n_estimators': 1292, 'subsample': 0.9363883431513152, 'tree_method': 'auto', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.9285569955393989,0.0013185691322415004,"{'recall': [0.638623326959847, 0.6619897959183674, 0.6409438775510204, 0.6613520408163265, 0.6549744897959183], 'precision': [0.7952380952380952, 0.7887537993920972, 0.7701149425287356, 0.7838246409674982, 0.7986003110419907], 'accuracy': [0.8733302625518194, 0.8759213759213759, 0.8674754299754299, 0.874539312039312, 0.8771498771498771], 'f1': [0.7083775185577943, 0.7198335644937587, 0.6996171249564915, 0.7173988239363543, 0.7196916608269095], 'roc_auc': [0.9290934824399109, 0.9308558147166632, 0.9277810069719635, 0.9270811404051912, 0.9279735331632651], 'area_under_pr': [0.8330970645719281, 0.832709429541261, 0.8231646755499017, 0.8276075548503954, 0.8311894827414094], 'lift': [3.915123959902841, 3.87236276999279, 3.8213266873569705, 3.865983259663312, 3.8851217906517443]}",./output/modelsaves/adult/xgb/202310-0123-4537-4c36be74-91bb-4166-9bc5-f4df1d0af89e//202310-0123-4537-4c36be74-91bb-4166-9bc5-f4df1d0af89e,6617.176292896271
202310-0201-3554-4d86d13b-dac9-45e5-a18f-9f9dfb8f2a4d,"{'dataset': 'housing', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 1500], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",housing,xgb,hyperopt_kfold,r2_score,"{'alpha': 1.250151910503714, 'colsample_bytree': 0.6749303887890425, 'gamma': 0.37422350929976944, 'lambda': 1.6107361888156269, 'learning_rate': 0.11822958982534913, 'max_bin': 95, 'max_depth': 9, 'min_child_weight': 9, 'n_estimators': 376, 'subsample': 0.7914439816464922, 'tree_method': 'auto', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.8595026917246011,0.00687449995615138,"{'mse': [0.1831939792077722, 0.18469418113394823, 0.1955749756272497, 0.1751231285854959, 0.19623430649896184], 'rmse': [0.42801165779423833, 0.4297606090999363, 0.44223859581367353, 0.4184771541978079, 0.44298341560261806], 'r2_score': [0.8602009126542365, 0.8648012693124941, 0.8496793486139866, 0.8686240157580503, 0.8542079122842382]}",./output/modelsaves/housing/xgb/202310-0201-3554-4d86d13b-dac9-45e5-a18f-9f9dfb8f2a4d//202310-0201-3554-4d86d13b-dac9-45e5-a18f-9f9dfb8f2a4d,13935.548591852188
202310-0200-2633-8df8e9cb-8439-45bb-8e75-72b47baccb7c,"{'dataset': 'diabetes', 'model': 'node', 'best_params': {}, 'param_grid': {'batch_size': [512, 1024], 'num_layers': [1, 2, 3], 'num_trees': [12, 128], 'additional_tree_output_dim': [2, 3, 4], 'depth': [5, 7], 'choice_function': ['entmax15', 'sparsemax'], 'bin_function': ['entmoid15', 'sparsemoid'], 'input_dropout': [0.0, 0.1], 'embedding_dropout': [0.0, 0.1], 'embed_categorical': [True, False], 'optimizer_fn': {'Adam': {'weight_decay': [0.0001, 1e-05]}, 'AdamW': {'weight_decay': [0.0001, 1e-05]}}, 'scheduler_fn': {'ReduceLROnPlateau': {'factor': [0.1, 0.9], 'patience': [3, 5]}, 'ExponentialLR': {'gamma': [0.9, 0.99]}}}}",diabetes,node,hyperopt_kfold,lift,"{'AdamW_weight_decay': 4.327846087518758e-05, 'Adam_weight_decay': 4.020141133995737e-05, 'ExponentialLR_gamma': 0.9606659876846797, 'ReduceLROnPlateau_factor': 0.17657861240783193, 'ReduceLROnPlateau_patience': 5, 'additional_tree_output_dim': 4, 'batch_size': 733, 'bin_function': 'sparsemoid', 'choice_function': 'sparsemax', 'depth': 7, 'embed_categorical': True, 'embedding_dropout': 0.08728907587411235, 'input_dropout': 0.07022166426540487, 'num_layers': 3, 'num_trees': 128, 'optimizer_fn': <class 'torch.optim.adamw.AdamW'>, 'scheduler_fn': <class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>, 'outer_params': {'hyperopt_evals': 50, 'auto_lr_find': True, 'max_epochs': 1000, 'val_size': 0.15, 'early_stopping_patience': 5}}",2.427091528331993,0.07279341804917944,"{'recall': [0.5919894366197183, 0.6261558784676354, 0.5548216644649934, 0.6129458388375165, 0.6624119718309859], 'precision': [0.18141354194766657, 0.18212090163934427, 0.181190681622088, 0.16823785351704135, 0.16644547666445478], 'accuracy': [0.6562837771445416, 0.6445241487741364, 0.6705645359406476, 0.6186802928315236, 0.5920011791873434], 'f1': [0.27772042122651247, 0.2821708502827662, 0.2731707317073171, 0.2640113798008535, 0.26604207176948913], 'roc_auc': [0.6785228623010042, 0.6889286980768806, 0.6741630463618671, 0.6764564905186807, 0.6714902632013529], 'area_under_pr': [0.2164251020603022, 0.2347728372350471, 0.21604026614659677, 0.22417944065396794, 0.2081931538092131], 'lift': [2.3948368342734536, 2.4926615579191536, 2.4221976269532415, 2.5146815363460013, 2.3110800861681144]}",./output/modelsaves/diabetes/node/202310-0200-2633-8df8e9cb-8439-45bb-8e75-72b47baccb7c//202310-0200-2633-8df8e9cb-8439-45bb-8e75-72b47baccb7c,18221.282469511032
202310-0205-2810-63fab0a5-f9c5-47b1-9a7b-2180802c619d,"{'dataset': 'breastcancer', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 2000], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",breastcancer,xgb,hyperopt_kfold,f1,"{'alpha': 1.5362069887137089, 'colsample_bytree': 0.504859310559956, 'gamma': 1.4507730674848403, 'lambda': 3.019548664843605, 'learning_rate': 0.19199352781861176, 'max_bin': 75, 'max_depth': 4, 'min_child_weight': 4, 'n_estimators': 494, 'subsample': 0.8242914202753657, 'tree_method': 'hist', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.9707974690174627,0.009947545510745545,"{'recall': [0.9577464788732394, 0.971830985915493, 0.9861111111111112, 0.9722222222222222, 0.9859154929577465], 'precision': [1.0, 0.9324324324324325, 0.9594594594594594, 0.9859154929577465, 0.958904109589041], 'accuracy': [0.9736842105263158, 0.9385964912280702, 0.9649122807017544, 0.9736842105263158, 0.9646017699115044], 'f1': [0.9784172661870503, 0.9517241379310345, 0.9726027397260274, 0.979020979020979, 0.9722222222222222], 'roc_auc': [0.9983622666229938, 0.9834588928922371, 0.9834656084656085, 0.998181216931217, 0.9909456740442656], 'area_under_pr': [0.9990216795445428, 0.9901250616418977, 0.9875695975147962, 0.9988575123580992, 0.994147021537541], 'lift': [1.6056338028169013, 1.6056338028169013, 1.5833333333333335, 1.5833333333333335, 1.591549295774648]}",./output/modelsaves/breastcancer/xgb/202310-0205-2810-63fab0a5-f9c5-47b1-9a7b-2180802c619d//202310-0205-2810-63fab0a5-f9c5-47b1-9a7b-2180802c619d,788.1124703884125
202310-0205-4118-7d538b2c-b256-4e00-a451-0893e49a4864,"{'dataset': 'titanic', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 2000], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",titanic,xgb,hyperopt_kfold,roc_auc,"{'alpha': 0.7964253315853251, 'colsample_bytree': 0.7625091069709334, 'gamma': 1.199211350131553, 'lambda': 2.21423025775779, 'learning_rate': 0.13125920423718612, 'max_bin': 184, 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 902, 'subsample': 0.9609276619590482, 'tree_method': 'auto', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.8858012893666005,0.02747304361681533,"{'recall': [0.7536231884057971, 0.7205882352941176, 0.6176470588235294, 0.75, 0.7536231884057971], 'precision': [0.8813559322033898, 0.8166666666666667, 0.7777777777777778, 0.8095238095238095, 0.8666666666666667], 'accuracy': [0.8659217877094972, 0.8314606741573034, 0.7865168539325843, 0.8370786516853933, 0.8595505617977528], 'f1': [0.8124999999999999, 0.7656250000000001, 0.6885245901639345, 0.7786259541984734, 0.8062015503875969], 'roc_auc': [0.925098814229249, 0.8968582887700535, 0.8400401069518716, 0.8823529411764706, 0.8846562957053583], 'area_under_pr': [0.8901163314596531, 0.8832791884572412, 0.811105638152329, 0.8779052604328605, 0.8576297162415356], 'lift': [2.441602728047741, 2.6176470588235294, 2.309688581314879, 2.6176470588235294, 2.4279624893435634]}",./output/modelsaves/titanic/xgb/202310-0205-4118-7d538b2c-b256-4e00-a451-0893e49a4864//202310-0205-4118-7d538b2c-b256-4e00-a451-0893e49a4864,1051.967452764511
202310-0215-4132-80cf4027-ced1-4e01-a97c-5433b745ae09,"{'dataset': 'iris', 'model': 'xgb', 'best_params': {}, 'param_grid': {'n_estimators': [100, 2000], 'max_bin': [256, 32], 'tree_method': ['auto', 'hist'], 'max_depth': [4, 10], 'learning_rate': [0.1, 0.33], 'subsample': [0.7, 1.0], 'colsample_bytree': [0.5, 1.0], 'min_child_weight': [1, 10], 'alpha': [0.0, 5.0], 'gamma': [0.0, 5.0], 'lambda': [0.0, 5.0]}}",iris,xgb,hyperopt_kfold,accuracy,"{'alpha': 2.4157432235372833, 'colsample_bytree': 0.6723299691799234, 'gamma': 0.6798647393732932, 'lambda': 2.9031069313425997, 'learning_rate': 0.26649601502704195, 'max_bin': 143, 'max_depth': 6, 'min_child_weight': 4, 'n_estimators': 1880, 'subsample': 0.8361375951301544, 'tree_method': 'auto', 'outer_params': {'hyperopt_evals': 50, 'validation_fraction': 0.15, 'early_stopping_rounds': 10, 'verbose': False}}",0.9600000000000002,0.038873012632301994,"{'accuracy': [1.0, 0.9666666666666667, 0.9333333333333333, 1.0, 0.9], 'f1': [1.0, 0.9665831244778613, 0.9326599326599326, 1.0, 0.8997493734335841]}",./output/modelsaves/iris/xgb/202310-0215-4132-80cf4027-ced1-4e01-a97c-5433b745ae09//202310-0215-4132-80cf4027-ced1-4e01-a97c-5433b745ae09,88.88271450996399
202310-0215-4138-d3d9ff3a-b423-4f53-ad40-4cd29c3360b3,"{'dataset': 'iris', 'model': 'node', 'best_params': {}, 'param_grid': {'batch_size': [32, 64, 128, 256], 'num_layers': [1, 2, 3], 'num_trees': [12, 128], 'additional_tree_output_dim': [2, 3, 4], 'depth': [5, 7], 'choice_function': ['entmax15', 'sparsemax'], 'bin_function': ['entmoid15', 'sparsemoid'], 'input_dropout': [0.0, 0.1], 'embedding_dropout': [0.0, 0.1], 'embed_categorical': [True, False], 'optimizer_fn': {'Adam': {'weight_decay': [0.0001, 1e-05]}, 'AdamW': {'weight_decay': [0.0001, 1e-05]}}, 'scheduler_fn': {'ReduceLROnPlateau': {'factor': [0.1, 0.9], 'patience': [3, 5]}, 'ExponentialLR': {'gamma': [0.9, 0.99]}}}}",iris,node,hyperopt_kfold,accuracy,"{'AdamW_weight_decay': 3.9436585596661325e-05, 'Adam_weight_decay': 1.9544553613857148e-05, 'ExponentialLR_gamma': 0.9291768981774606, 'ReduceLROnPlateau_factor': 0.46205097332497386, 'ReduceLROnPlateau_patience': 4, 'additional_tree_output_dim': 3, 'batch_size': 34, 'bin_function': 'entmoid15', 'choice_function': 'entmax15', 'depth': 6, 'embed_categorical': True, 'embedding_dropout': 0.028748327272114373, 'input_dropout': 0.05270698035669344, 'num_layers': 2, 'num_trees': 60, 'optimizer_fn': <class 'torch.optim.adamw.AdamW'>, 'scheduler_fn': <class 'torch.optim.lr_scheduler.ReduceLROnPlateau'>, 'outer_params': {'hyperopt_evals': 50, 'auto_lr_find': True, 'max_epochs': 1000, 'val_size': 0.15, 'early_stopping_patience': 5}}",0.9800000000000001,0.02666666666666666,"{'accuracy': [1.0, 1.0, 0.9333333333333333, 1.0, 0.9666666666666667], 'f1': [1.0, 1.0, 0.9333333333333333, 1.0, 0.9665831244778613]}",./output/modelsaves/iris/node/202310-0215-4138-d3d9ff3a-b423-4f53-ad40-4cd29c3360b3//202310-0215-4138-d3d9ff3a-b423-4f53-ad40-4cd29c3360b3,843.8321316242218
202310-0215-5542-9805adc2-e321-4572-bbfd-0469e4da9663,"{'dataset': 'titanic', 'model': 'node', 'best_params': {}, 'param_grid': {'batch_size': [32, 64, 128, 256], 'num_layers': [1, 2, 3], 'num_trees': [12, 128], 'additional_tree_output_dim': [2, 3, 4], 'depth': [5, 7], 'choice_function': ['entmax15', 'sparsemax'], 'bin_function': ['entmoid15', 'sparsemoid'], 'input_dropout': [0.0, 0.1], 'embedding_dropout': [0.0, 0.1], 'embed_categorical': [True, False], 'optimizer_fn': {'Adam': {'weight_decay': [0.0001, 1e-05]}, 'AdamW': {'weight_decay': [0.0001, 1e-05]}}, 'scheduler_fn': {'ReduceLROnPlateau': {'factor': [0.1, 0.9], 'patience': [3, 5]}, 'ExponentialLR': {'gamma': [0.9, 0.99]}}}}",titanic,node,hyperopt_kfold,roc_auc,"{'AdamW_weight_decay': 1.3322253267102219e-05, 'Adam_weight_decay': 3.466501460547525e-05, 'ExponentialLR_gamma': 0.9753175304954133, 'ReduceLROnPlateau_factor': 0.3942623038432992, 'ReduceLROnPlateau_patience': 3, 'additional_tree_output_dim': 2, 'batch_size': 61, 'bin_function': 'sparsemoid', 'choice_function': 'sparsemax', 'depth': 7, 'embed_categorical': False, 'embedding_dropout': 0.011808212701250532, 'input_dropout': 0.005106959544555053, 'num_layers': 1, 'num_trees': 68, 'optimizer_fn': <class 'torch.optim.adamw.AdamW'>, 'scheduler_fn': <class 'torch.optim.lr_scheduler.ExponentialLR'>, 'outer_params': {'hyperopt_evals': 50, 'auto_lr_find': True, 'max_epochs': 1000, 'val_size': 0.15, 'early_stopping_patience': 5}}",0.881706930043294,0.021915454823087124,"{'recall': [0.7971014492753623, 0.8235294117647058, 0.6911764705882353, 0.7941176470588235, 0.7971014492753623], 'precision': [0.7432432432432432, 0.717948717948718, 0.734375, 0.7714285714285715, 0.8461538461538461], 'accuracy': [0.8156424581005587, 0.8089887640449438, 0.7865168539325843, 0.8314606741573034, 0.8651685393258427], 'f1': [0.7692307692307693, 0.767123287671233, 0.7121212121212122, 0.782608695652174, 0.8208955223880597], 'roc_auc': [0.9113965744400527, 0.8866310160427808, 0.8436497326203207, 0.8788770053475936, 0.8879803217657226], 'area_under_pr': [0.8741943610847764, 0.8612807097317644, 0.8222031046879413, 0.8766054542721209, 0.8408977072901349], 'lift': [2.5942028985507246, 2.6176470588235294, 2.463667820069204, 2.6176470588235294, 2.4279624893435634]}",./output/modelsaves/titanic/node/202310-0215-5542-9805adc2-e321-4572-bbfd-0469e4da9663//202310-0215-5542-9805adc2-e321-4572-bbfd-0469e4da9663,1244.3247609138489
