0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
5	1	2	3	4	0	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
5	1	2	3	4	0	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55
5	1	2	3	4	0	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	23	24	25	26	27	28	29	42	31	32	33	34	35	36	37	38	39	40	41	30	43	44	45	46	47	48	49	50	51	52	53	54	55
5	1	2	3	4	25	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	23	24	0	26	27	28	29	42	31	32	33	34	35	36	37	38	39	40	41	30	43	44	45	46	47	48	49	50	51	52	53	54	55
5	1	2	3	4	25	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	23	24	0	26	27	28	29	42	31	32	33	34	35	36	37	38	39	40	41	30	54	44	45	46	47	48	49	50	51	52	53	43	55
5	1	2	3	4	25	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	23	24	0	26	27	28	29	42	31	32	33	34	35	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	53	43	46
5	1	2	3	4	25	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	21	22	53	24	0	26	27	28	29	42	31	32	33	34	35	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	8	9	10	11	12	13	14	15	7	17	18	19	20	31	22	53	24	0	26	27	28	29	42	21	32	33	34	35	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	8	9	24	11	12	13	14	15	7	17	18	19	20	31	22	53	10	0	26	27	28	29	42	21	32	33	34	35	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	8	9	24	11	12	13	19	15	7	17	18	14	20	31	22	53	10	0	26	27	28	29	42	21	32	33	34	35	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	35	9	24	11	12	13	19	15	7	17	18	14	20	31	22	53	10	0	26	27	28	29	42	21	32	33	34	8	36	37	38	39	40	41	30	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	35	9	24	11	12	13	19	15	7	17	18	14	20	31	22	53	10	0	26	27	28	29	42	21	32	33	34	8	30	37	38	39	40	41	36	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	18	14	20	31	22	53	10	0	26	27	28	29	42	21	32	33	34	8	30	37	38	39	40	41	36	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	18	14	20	31	22	53	10	0	26	32	28	29	42	21	27	33	34	8	30	37	38	39	40	41	36	54	44	45	55	47	48	49	50	51	52	23	43	46
5	1	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	18	14	20	31	52	53	10	0	26	32	28	29	42	21	27	33	34	8	30	37	38	39	40	41	36	54	44	45	55	47	48	49	50	51	22	23	43	46
5	1	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	34	14	20	31	52	53	10	0	26	32	28	29	42	21	27	33	18	8	30	37	38	39	40	41	36	54	44	45	55	47	48	49	50	51	22	23	43	46
5	1	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	34	45	20	31	52	53	10	0	26	32	28	29	42	21	27	33	18	8	30	37	38	39	40	41	36	54	44	14	55	47	48	49	50	51	22	23	43	46
5	28	2	3	4	25	6	16	11	9	24	35	12	13	19	15	7	17	34	45	20	31	52	53	10	0	26	32	1	29	42	21	27	33	18	8	30	37	38	39	40	41	36	54	44	14	55	47	48	49	50	51	22	23	43	46
5	28	2	15	4	25	6	16	11	9	24	35	12	13	19	3	7	17	34	45	20	31	52	53	10	0	26	32	1	29	42	21	27	33	18	8	30	37	38	39	40	41	36	54	44	14	55	47	48	49	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	9	24	35	12	13	19	3	7	17	34	45	4	31	52	53	10	0	26	32	1	29	42	21	27	33	18	8	30	37	38	39	40	41	36	54	44	14	55	47	48	49	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	9	24	35	12	13	19	3	7	17	34	45	4	31	52	53	10	0	26	32	1	29	42	21	27	33	18	8	30	47	38	39	40	41	36	54	44	14	55	37	48	49	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	9	24	35	12	13	19	3	7	17	34	45	4	31	52	53	10	0	26	32	1	29	42	21	27	41	18	8	30	47	38	39	40	33	36	54	44	14	55	37	48	49	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	9	24	35	12	13	19	3	7	17	34	45	4	31	52	53	10	0	26	32	1	29	42	21	27	41	18	8	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	9	24	35	12	13	19	3	7	42	34	45	4	31	52	53	10	0	26	32	1	29	17	21	27	41	18	8	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	51	22	23	43	46
5	28	2	15	20	25	6	16	11	29	24	35	12	13	19	3	7	42	34	45	4	31	52	53	10	0	26	32	1	9	17	21	27	41	18	8	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	51	22	23	43	46
5	28	2	15	12	25	6	16	11	29	24	35	20	13	19	3	7	42	34	45	4	31	52	53	10	0	26	32	1	9	17	21	27	41	18	8	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	51	22	23	43	46
5	28	2	15	12	25	6	16	11	29	24	35	20	13	19	3	7	42	34	45	4	31	52	53	10	0	26	32	1	9	17	21	27	41	18	51	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	8	22	23	43	46
5	28	2	15	12	25	6	16	11	29	24	35	20	13	19	3	7	42	34	45	4	31	52	53	10	0	26	32	1	9	17	21	27	41	18	51	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	8	22	23	43	46
5	28	2	15	12	25	32	16	11	29	24	35	20	13	19	3	7	42	34	45	4	31	52	53	10	0	26	6	1	9	17	21	27	41	18	51	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	8	22	23	43	46
5	13	2	15	12	25	32	16	11	29	24	35	20	28	19	3	7	42	34	45	4	31	52	53	10	0	26	6	1	9	17	21	27	41	18	51	30	47	38	39	40	33	36	54	49	14	55	37	48	44	50	8	22	23	43	46
5	13	2	15	12	25	32	16	11	29	24	35	20	28	19	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	38	26	40	33	36	54	49	14	55	37	48	44	50	8	22	23	43	46
5	13	2	15	12	25	32	16	11	29	24	35	20	28	19	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	38	26	40	33	36	54	50	14	55	37	48	44	49	8	22	23	43	46
5	13	2	15	12	25	32	16	11	29	24	35	20	28	19	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	38	26	54	33	36	40	50	14	55	37	48	44	49	8	22	23	43	46
5	13	2	15	12	25	32	16	11	29	24	35	20	28	19	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
5	13	19	15	12	25	32	16	11	29	24	35	20	28	2	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
16	13	19	15	12	25	32	5	11	29	24	35	20	28	2	3	7	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
16	13	19	15	12	25	32	5	11	29	24	35	20	28	2	7	3	42	34	45	4	31	52	53	10	0	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
16	13	19	15	12	25	32	5	11	29	24	35	20	28	2	7	3	42	34	45	4	31	52	53	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	31	52	53	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	14	55	37	48	44	49	8	22	23	43	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	31	52	53	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	43	55	37	48	44	49	8	22	23	14	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	31	52	53	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	43	55	37	48	44	49	8	22	23	14	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	31	52	53	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	54	33	36	40	38	43	23	37	48	44	49	8	22	55	14	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	31	52	54	0	10	39	6	1	9	17	21	27	41	18	51	30	47	50	26	53	33	36	40	38	43	23	37	48	44	49	8	22	55	14	46
16	13	19	15	12	28	32	5	11	29	24	35	20	25	2	7	3	42	34	45	4	51	52	54	0	10	39	6	1	9	17	21	27	41	18	31	30	47	50	26	53	33	36	40	38	43	23	37	48	44	49	8	22	55	14	46
